Player Name,Link,Analysis,Strengths,Weaknesses,College,Pick,Position,Team,Year
Andre Williams,https://www.nfl.com/prospects/andre-williams/32005749-4c14-2264-4861-9de23cdd2565,"Very strong, stocky, powerful runner with the instincts, contact balance and toughness to carry a heavy workload. Really emerged as a senior, when he led the nation in rushing, and proved worthy of a starting role. ","Has very long arms with good overall musculature, wide shoulders and a thick, power base. Good vision to find creases. Runs with urgency and steps downhill fast. Shows an extra gear to kick it into overdrive and outrace defenders to the end zone. Good finishing speed -- did not see him get tracked down from behind. Can power through arm tackles, brush off contact and clear his feet through traffic -- very good contact balance. Solid anchor in pass protection. Keen blitz recognition. Smart and competitive.",Much of his production is blocked for him -- produced many runs of 20-plus yards untouched. Is not dynamic or creative and makes few tacklers miss. Can do a better job selling routes and settling into soft spots in zones. Minimal receiving production -- 10 career catches. ,BOSTON COLLEGE,109,RB,New York Giants,2014
Dri Archer,https://www.nfl.com/prospects/dri-archer/32004152-4342-5790-eb07-e3abf1efc087,Explosive playmaker lacking requisite size for the pro game. Was slowed by an ankle injury early and did not return to junior form until late in senior season. Can make an immediate impact in the return game and add value as a multipurpose threat. Long-term durability is greatest concern given tiny frame.,"Outstanding burst, acceleration and top-end speed to take the corner and create big plays. Can fly by MAC competition with top gear. Very good agility, balance, vision and creativity. Weaves through a crowd and can find daylight. Soft-handed and plucks the ball with ease. Extremely strong pound-for-pound. Very good career all-purpose yardage. Good versatility -- contributes as a runner, slot receiver and return man. Four career kickoff-return TDs (and was kicked away from). ","Very short and rail thin with no strength or running power. Not a tackle-breaker and goes down easy on contact. Limited inside runner. Can be knocked off routes easily and struggles catching on contact. Not a nuanced route runner. Very marginal, underpowered blocker. Could stand to do a better job securing the ball in traffic. Is not ideally built to withstand a full NFL season. ",KENT STATE,97,RB,Pittsburgh Steelers,2014
Charles Sims,https://www.nfl.com/prospects/charles-sims/32005349-4d66-9037-7ba3-68002102644f,"Athletic, competitive, tough, upright slasher who is an asset as a receiver -- hands rate among the best on a RB in recent years. Cannot project as a bellcow, but offers playmaking ability as part of a tandem in a zone scheme. Speed and durability could determine ultimate draft value.
",Quick-footed with first-step suddenness and short-area burst. Fluid and fast -- accelerates in a hurry and shows speed to the edge. Explosive one-cut ability -- understands how to get downhill. Loose lower body with nice ankle flexion to cut sharply. Flashes ability to spin off contact. Soft hands -- catches easily away from his body (had 70 catches as a freshman and averaged more than 10 yards per catch for his career). Creates after the catch. Hardworking and leads by example.,"Does not have an ideal build for the position and durability is a concern -- is narrow with a relatively thin lower body. Needs to bulk up. Relatively tall running style. Can do a better job running behind his pads and converting speed to power. Shows some hip tightness. Average tackle breaker (too often grounded by single tacklers). Ran exclusively out of the pistol/shotgun formation. Has very small hands and carries loosely at times. Lacks elite, top-end ""wow"" speed. Blocking is a question mark. Will be a 24-year-old rookie.",WEST VIRGINIA,69,RB,Tampa Bay Buccaneers,2014
De'Anthony Thomas,https://www.nfl.com/prospects/de-anthony-thomas/32005448-4f09-5665-2ec7-1e2e24294c99,"A deluxe, specialty back and potential slot receiver with game-breaking return ability, Thomas can be an explosive mismatch weapon in multiple facets of the game.  Diminutive stature will decrease the odds he'll be able to stay healthy in the pros, and his commitment to the game will dictate his future success. Rare speed creates a higher commodity on Draft Day.","Has legit big-time sprinter's speed with very quick turnover (and is field-fast). Cat-quick to the corner, accelerates very quickly and can easily take the perimter. Good vision and cutback ability -- is patient and follows his blocks. Can tightrope-walk the sideline. Very quick to and through the hole once he sees a crease and can stick his foot in the dirt and go. Catches in stride with ease and can make difficult one-handed snags (see Arizona). Has home-run speed in the return game, with 3 career return TDs.","Very small. Does not play in a conventional-style offense and takes most carries moving laterally. Goes down too easily and looks for a soft landing spot. Lacks the size, strength and toughness to be an every-down back. Alligator-arms the ball in the middle of the field. Needs to learn to appreciate the preparation process and would benefit from working more at his craft.",OREGON,120,RB,Kansas City Chiefs,2014
Terrance West,https://www.nfl.com/prospects/terrance-west/32005745-5339-5447-4e79-696bc77e8745,"Good-sized, compactly built, highly productive, physical workhorse and program-changer who took Towson to new heights while dominating inferior competition. Has the chops to factor prominently in a power-running scheme, showing the ability to slash and cut, run over defenders and contribute as a receiver.","Equipped to run between the tackles and withstand a pounding. Good vision -- reads and cuts off blocks. Runs with attitude and power -- stays behind his pads, churns out yards after contact and finishes runs. Opens up his stride in space and has competitive speed to break long runs. Rare production. Bore a heavy workload and thrived with a lather. Has a nose for the goal line -- 83 rushing TDs in three seasons. ","Lacks elite timed speed. Average initial quickness and elusiveness. Tight hips. Can be more cognizant of ball security -- tends to swing the ball away from his body and fumbled five times as a junior. Needs to polish his third-down skills, including route running and pass-protection awareness. Running style and college workload do not lend to longevity -- tread is worn down from 780 carries in three seasons.",TOWSON STATE,94,RB,Cleveland Browns,2014
Alfred Blue,https://www.nfl.com/prospects/alfred-blue/3200424c-5510-6654-1ff2-5c94a5fcf6a2,"Blue looks the part and would have been the No. 1 back at most schools given his combination of size, speed, power and competitiveness. Is a second-round talent on physical ability alone, but injury and a stacked stable of LSU runners limited Blue’s opportunity to shine. Scheme-versatile runner who is a prime candidate to elevate his stock prior to the draft and be a far more productive pro than college player.","Terrific size and musculature. Inside-outside ability. Nice vision, instincts and patience. Has good speed for a back his size -- opens up his stride in the clear. Strong runner -- heavy on contact. Powers through arm tackles and runs with forward lean. Wields an effective stiff-arm. Looks to have good hands in limited exposure. Flashes playmaking ability. Has tread on his tires -- averaged just 52 carries per season at LSU. Has experience in a pro-style offense and on special teams. Clear upside.","Average initial quickness and lateral agility. Smoother than he is explosive. Can run with more consistent intensity and pad level on a carry-by-carry basis -- does not always run angry or lower his pads. Shows some stiffness as a route runner. Weak in pass protection -- needs to improve willingness, awareness, technique and physicality. Was never the feature back at LSU (seven career starts). Suffered a torn ACL in 2012. Made controversial, homophobic remarks and maturity should be looked into.",LSU,165,RB,Houston Texans,2014
Storm Johnson,https://www.nfl.com/prospects/storm-johnson/32004a4f-4867-6033-7416-4042182072ec,"A Miami transfer, Johnson is a big, nifty-footed runner with enough run strength and burst to be productive in a downhill power scheme or as a one-cut zone runner. However, he will have to take better care of the football and make strides in pass protection to earn carries. ","Excellent size and strength to run between the tackles. Has quick feet, gets out of the blocks well and shows some giddyup for a bigger back. Nice leg drive and forward lean. Surprisingly slippery. Good open-field ability -- displays nice peripheral vision and elusiveness to run to daylight. Creates after the catch -- can turn a screen or dump-off into a long gain. Scheme-versatile. ",Has tight hips and struggles to string moves together. Lacks elite top-end speed -- cannot gain the edge or pull away from the pack. Gears down and chops his steps to cut. Too often tripped up by ankle tackles. Pass protection needs work. Shaky ball security -- eight fumbles in 366 carries 2012-13 (always totes in right hand). Only one year as a feature back.,UCF,199,RB,Jacksonville Jaguars,2014
Jerick McKinnon,https://www.nfl.com/prospects/jerick-mckinnon/32004d43-4b65-6764-e685-6b07f4dbac28,"Jack of all trades, master of none. Adjusted from a triple-option quarterbacking role as a junior to a tailback role as a senior and has enough athletic ability to warrant a chance as a change-of-pace back in the pros. Could even be tried as a return man and cornerback, where he began his college career. Would benefit from focusing on one position and will require some time to develop. Practice-squad candidate. ",Good athlete. Outstanding weight-room strength -- bench-presses twice his weight and squats three times his weight. Tough runner -- slams hard inside and usually falls forward. Good versatility. Superb worker. Efficient cut blocker.,"Average size and run strength -- not a tackle-breaker. Runs a bit upright. Average burst to the perimeter. Not a creative, make-you-miss runner. Very limited career receiving production (10 career catches). Not stout in pass protection.",GEORGIA SOUTHERN,96,RB,Minnesota Vikings,2014
Bishop Sankey,https://www.nfl.com/prospects/bishop-sankey/32005341-4e74-6476-5607-8da05025ab2c,"The Pac-12’s leading rusher, Sankey has an overall average skill set and generally gains what is blocked for him. Is instinctive, competitive and shifty enough to be effective as a complementary zone runner, but must improve in pass protection.","Good vision and balance. Subtle lateral agility to pick, slide and accelerate. Reads his blocks and instinctively runs to daylight. Fluid gate and efficient movement. Runs competitively. Good hands to pull in throws off his body. Was productive with a heavy workload in a pro-style offense. Team captain.","Lacks ideal bulk and functional run strength -- not a robust tackle-breaker. Too often grounded by single-tacklers or tripped up by the ankles. Shows some hip tightness. Average explosion, speed and elusiveness. Has shown he can be contained by good defenses. Needs to become a more dependable, physical, fundamentally sound pass protector.",WASHINGTON,54,RB,Tennessee Titans,2014
Lache Seastrunk,https://www.nfl.com/prospects/lache-seastrunk/32005345-4166-9210-8a33-e3b767339d4d,"Good-sized, productive, zone runner with enough physical traits to warrant consideration as a complementary back. Benefited from an offense featuring a lot of fly sweeps and lateral runs that have not translated well to the NFL game. Overall character will require closer evaluation and can determime draft status.",Quick-footed and nifty with very good competitive speed to pull away in the open field. Deceptively fast. Keeps his feet churning on contact and can elude the first tackler and power through arm tackles. Runs low to the ground with good lower-body strength. Weaves through traffic and has a knack for hitting cutback lanes. Very good run balance to stop and start. ,Does not run big or keep his shoulders squared to the line. Will press and try to do too much -- can improve patience and do a better job of letting his blocks develop. Very limited career receiving production. Played in an offense that featured big running lanes and helped inflate his production. Can be tracked down from behind. Beats to the tune of his own drum and can be susceptible to hanger-ons. ,BAYLOR,170,RB,Washington Commanders,2014
Tyler Gaffney,https://www.nfl.com/prospects/tyler-gaffney/32004741-4662-9685-8e38-9e660dbcfdf2,"Gaffney, who doubles as a baseball player, rejoined the Cardinal football team after a one-year stint in Class A. Did not skip a beat, shouldering the load as a feature back and putting himself back on the NFL radar by showing inside running skills as a big, athletic, downhill back willing to grind out the tough yards. Has the determination and competitiveness to earn a backup role for a power-running team.",Excellent size. Effective inside runner. Nice vision and patience. Runs behind his pads -- churns his legs through contact and fights for extra yards. Good hands as a receiver out of the backfield. Highly competitive. Tough and durable. Well-conditioned athlete -- showed he could handle a heavy workload after a year away from the gridiron (averaged 24 carries per game).,Tight-hipped and straight-linish. Limited twitch and wiggle. Gears down to cut. Average quickness to and through the hole. Runs duck-footed and lacks breakaway speed -- tracked down from behind. Has split his time and training between two sports. ,STANFORD,188,RB,Carolina Panthers,2014
Marion Grice,https://www.nfl.com/prospects/marion-grice/32004752-4900-0785-6d9c-cdf8efa5c4f4,"Fluid perimeter runner/receiver with playmaking ability, though his game is rough around the edges, requiring more polish and attention to detail. Profiles as a third-down/change-of-pace back, but his football intelligence has to catch up with his physical gifts in order to earn trust he can handle the role. ","Good balance and body control. Has loose ankles and very good lateral agility. Explosive one-cut ability. Displays vision and elusiveness in the open field. Sees the cutback and weaves in and out of traffic. Has some wiggle to shake tacklers in space. Good receiver -- bursts into routes, adjusts to passes and has soft hands. Fumbled only once the last two seasons. Blue-collar work ethic. Solid character. ","Has a lean, narrow frame. Needs to bulk up and get stronger. Not equipped to pound between the tackles -- gets tall inside and doesn't push the pile (soft on contact). Weak tackle-breaker who cannot be counted on for yards after contact. Can become a more disciplined route runner. Questionable awareness in pass protection. Statistical production belies inconsistency.",ARIZONA STATE,185,RB,Los Angeles Chargers,2014
Lorenzo Taliaferro,https://www.nfl.com/prospects/lorenzo-taliaferro/32005441-4c41-3914-1af7-e6cad9da90d0,"A big, small-school producer with a solid all-around skill set to compete for a job as a role player in a zone scheme. Will need to contribute on special teams to earn a spot.  ",Outstanding size. Very good production. Is patient and follows his blocks. Finds creases and is adept navigating through traffic without losing speed -- good eyes. Nice spin move. Competes hard. Strong short-yardage producer. Runs hard and usually falls forward. Catches outside his frame. Helps chip in pass protection and is alert to see the blitz. Good football intelligence and awareness.,Limited speed to the outside. Monotone runner who takes time to get rolling downhill. Much of his production is blocked for him. Plays in a spread offense where he is usually moving laterally at the snap and not stepping downhill. Stiff route runner. Regularly matched up against lesser competition.,COASTAL CAROLINA,134,RB,Baltimore Ravens,2014
James White,https://www.nfl.com/prospects/james-white/32005748-4924-2257-cf66-816145cac5b1,"A distant cousin of Santana and Sinorice Moss, White had a very productive career despite splitting carries for four years, and offers a balanced enough skill set to factor as a recyclable, complementary, change-of-pace back in the pros.","Controlled mover with a low center of gravity. Good vision, balance and short-area burst. Shifty runner -- cuts efficiently and jukes tacklers. Shows competitive speed. Finishes runs. Willing blocker in pass protection. Takes care of the football -- fumbled just twice in 754 career touches. Has kickoff-return experience. Tough and competitive. Good football aptitude. Highly respected by teammates and coaches.","Undersized with exceptionally short arms and small hands. Run strength is just adequate. Limited power to move the pile or bust through tackles. Lacks bulk strength to stymie blitzers. Was never a feature back, splitting carries with Broncos 2013 second-rounder Montee Ball as a junior and Melvin Gordon as a senior.",WISCONSIN,126,RB,New England Patriots,2014
Kiero Small,https://www.nfl.com/prospects/kiero-small/3200534d-4168-0763-626a-36704d0d6e17,,,,ARKANSAS,204,RB,Seattle Seahawks,2014
D'Andre Swift,https://www.nfl.com/prospects/d-andre-swift/32005357-4922-8476-53db-e64aaf6e01f5,"Swift possesses the play traits and running style of a skillful NFL veteran and is the latest in an avalanche of talented Georgia backs. Tempo and decisiveness are his calling cards, making him a highly talented inside/outside zone runner. He's a cerebral runner who understands block timing and uses quick-cut agility and rare spatial awareness to read and react to defenses beyond the second level. Swift isn't overly explosive as a home-run hitter and doesn't run with the violence of last year's top running back, Josh Jacobs. He can step right in and provide early stability and production as an efficient, every-down back with Offensive Rookie of the Year potential.","Compact build with strong lower body and three-down talent. Understands blocking schemes and trusts his big guys up front. Reads overflowing linebackers on zone carries making early run-lane adjustments. Rare feel and vision in tight quarters as interior runner. Listens to fluidity of the crease and takes what it gives him. Effective jump-cut allows him to press runs deep into the hole. Tremendous feel for spatial relationship. Maintains balance through twists, turns and contact. Gets right on top of tacklers before cutting. Quick to find acceleration after slowing his feet. Can run expanded route tree and separate out of breaks. Hands are soft and sticky as pass-catcher. Willing to step into pass protection duties and has some dog in him.","Ball security is well below NFL standards, with a low carries-per-fumble mark. Quicker than fast, lacking home-run burst. Get-away burst to the outside is just average. Doesn't move piles or finish with plus authority. Ends up working harder than other backs to find explosive runs. Will need to learn to use his hands in pass protection. Doesn't always trust the vision as a short-yardage back. ",GEORGIA,35,RB,Detroit Lions,2021
Jonathan Taylor,https://www.nfl.com/prospects/jonathan-taylor/32005441-5943-1618-c081-5dd6b2d0b829,"Supremely productive, well-built runner with an all-day, every-day mentality that helped lead him to three Big Ten rushing titles. Taylor runs with bend and burst as an outside runner and has home-run speed once he gets into the open field. He displays an ability to weave around interior traffic but might have evolved into more of a thinker than reactor inside due to fumbling issues and the litany of loaded fronts he faced. His patience and understanding of the where/when of blocks allowed him to thrive in multiple run schemes. He's more body puncher than knockout artist, wearing down his opponents with carry after carry. His traits, toughness and talent should make him an early starter with a solid ceiling and more third-down potential than we saw at Wisconsin.","Prototypical height, weight, speed and durability. Hit 200-plus yards 12 times during career. Rarely rushes the run and allows lead blocks to eat. Deep line of scrimmage press for cutback freedom. Sinks, plants and cuts with one-cut talent. Navigates and flows with contours of the run lane. Burst around the corner outpaces pursuit. Former track man with a breakaway gear. Plays with good bend and forward lean. Balances through contact for additional yardage. Possesses talent to make something out of nothing. Chops out legs from under blitzers. Showed some route-running ability against Northwestern.",Tallied over 300 touches in all three years. Wear and tear could be a concern for NFL teams. Fumbled 15 times over three years. Occasional hesitation processing interior. Lacks fluid jump-cuts. Slows feet and covers into contact inside at times. Anticipates second-level moves instead of splitting defenders. Not a powerful pile mover in tight quarters. Limited catch total with elevated drop total. Play lacked confidence and energy against Ohio State in-season. ,WISCONSIN,41,RB,Indianapolis Colts,2021
Cam Akers,https://www.nfl.com/prospects/cam-akers/3200414b-4541-5291-73e4-84e805a9ffce,"Despite a disappointing win-loss record and a lack of blocking up front, Akers maintained a consistent level of play that represents his football character. He runs with tempo and flow but alters his rush track at a moment's notice when needed. He is elusive but lacking the instant burst of a slasher capable of stacking long runs in a single game. Akers has above-average open-field vision once he's into the second level and looks to run through the tackler's pads as a finisher. He's a three-down option with good feel for finding the crease near the goal line, but ball security needs to improve. He can be Leg 1 or 2 of a tandem rushing attack and is one of the more natural runners in the draft.","Compact, rocked-up build with powerful legs. Played behind subpar run blocking and often found his own production. Tough finisher who's able to shred arm tackles and balance through contact. Wicked open-field spin move to slip defender. Instinctive runner with good feel for run-lane development. Multiple cuts and run-lane resets without losing momentum. Eyes and feet work in unison. Former high school quarterback with trick play potential. Sudden feet to elude sudden traffic. Nose for the end zone once he's in range. Open-field vision boosts screen-game value. Has grit needed to handle pass-blocking duties.",Ball security could be a concern for teams. Hasn't displayed chunk play explosiveness over three years. Attracts heavy contact rather than slipping it. Wide scan of the terrain can cause brief delays to see openings. May have been conditioned to look for early escapes due to blocking. Productive out of backfield but hands aren't that natural. Has trouble adjusting to throws outside the frame. ,FLORIDA STATE,52,RB,Los Angeles Rams,2021
Clyde Edwards-Helaire,https://www.nfl.com/prospects/clyde-edwards-helaire/32004544-5781-5562-8963-df06e680f700,"Compact, sudden back who runs low to the ground with power and balance to break tackles and the agility to bob, weave and shake them in tight quarters. Edwards-Helaire runs with instinctive eyes and quick-cut foot speed. He doesn't really have tells or tendencies and can alter the rush track when needed, which makes him so unpredictable for defenses. While he can create for himself, he's better off working inside-out as NFL linebackers might be able to outflank him on pure outside runs. He has pop behind his pads but lacks short-yardage size. He has the talent to become a good, three-down back in time, but needs to improve in pass protection.","Ball security is outstanding. Runs low to the ground with superb bend and balance. 36 percent of his carries were for first downs or touchdowns in 2019. Can cut-and-go without stopping anywhere on field. Quick gather and cut agility laterally or on downhill flow. Has spin move, elongated jump cut, and sudden double cut in his bag. Makes tacklers miss in a phone booth. Instinctive eyes and feet make him unpredictable. Alters run tempo at times to con flowing linebackers. Squares pads and falls forward to finish. Has instant access to burst and sharp one-cut angles. Runs crisp routes out of backfield. YAC are automatic. Kick returner for three years.",Quick but doesn't have speed to house longer runs. RPOs made linebackers more tentative early in run. Smaller back as interior runner. Average power near goal line or on short yardage. Pure speed to the corner is just average. Shorter arms with limited catch radius. Needs to crank up commitment level in pass sets. ,LSU,32,RB,Kansas City Chiefs,2021
J.K. Dobbins,https://www.nfl.com/prospects/j-k-dobbins/3200444f-4220-7645-7ee7-94f57d3eed4f,"Good football player who bounced back from a sub-par 2018. Proved he could shoulder a heavy load and rise to the occasion against the best his schedule had to offer. He can make a sudden tackler miss and fits as a one-cut runner, but his running style is more battle axe than buzzsaw as a lunch-pail runner with the fortitude and toughness to wear down defenses. Dobbins isn't going to be that creative back with the wiggle and juice to create something out of nothing, but he has the efficiency, production and third-down value teams covet. Dobbins could land a shared-carries role quickly and has the potential to become a solid NFL starter.","Beach body with chiseled, compact build. Big games met with big performances in 2019. Never missed a game and played through pain. Beat on defenses as a high-volume bell-cow in 2019. Steady supply of contact balance to absorb and move forward. Ankle flexion and foot gather for tighter cuts on stretch plays. Talented at slipping inside of overflow pursuit. Good peripheral vision once he's up to the second level. Runs with low, squared pads. Will drop and finish with pop. Runs with efficiency and rarely gets cute. Very effective and subtle selling slip-screen. Separates and puts yards after catch together on angle routes. Will step in and smack an A-gap blitzer.","Running style can be a little tight. Average vision and creativity in traffic. Doesn't change speed to keep linebackers guessing. Slight gear down to cut. Has ""make you miss,"" but not a wiggle monster in space. Doesn't play with juicy burst inside or to the edge. More rugged than explosive near line of scrimmage. Below average stop-start quickness to stack moves and go. Needs to give more help to his linemen when rushers begin leaking.",OHIO STATE,55,RB,Baltimore Ravens,2021
Zack Moss,https://www.nfl.com/prospects/zack-moss/32004d4f-5375-6406-2efb-a60ab36c4cc4,"Watching Moss' game tape is like watching an exercise in controlled violence on just about every carry, but his vision, balance, patience and wiggle are additional skills that help to make him a well-rounded runner. Personnel evaluators for NFL teams say there is wear and tear that could limit the length of his career. He needs to become more discerning with his physical challenges if he wants to see a second contract. He is a great fit for gap and inside, zone-heavy rushing attacks and could become an effective starter as a middle-round pick.",Well-built with power dispersed throughout. Both patient and urgent gears at his disposal. Runs with rare calm in the face of early penetration. Underrated vision to process and game plan beyond the line of scrimmage. Adequate burst inside with feel for the contour of the running lane. Short-stepping running style with elite contact balance. Arm tacklers might want to call in sick. Absorbs contact like a cement truck. Spin moves toss tacklers aside. Drops and squares pads as a finisher. Small space power to move the chains and find the paint. Has ability to handle third down duties if called into action.,Tight hips limit turn radius on first and second level. Additional gather steps before making the cut. Average overall game speed. More likely to elude and punish rather than string moves together. Running style could lead to durability concerns. Had season-ending surgery on meniscus in 2018. Quicker than fast and unlikely to run away from NFL speed. Fumbling has been a small concern in the past. ,UTAH,86,RB,Buffalo Bills,2021
Darrynton Evans,https://www.nfl.com/prospects/darrynton-evans/32004556-4111-6537-4adc-98552053123e,"Slashing outside-zone runner with glide in his stride and ability to run with elusiveness and creativity. Evans is a little undersized and might be viewed as a change-of-pace option, but he appears to have the three-down skill set to handle committee carries. He can run with patience, but has the loose hips and agile feet to plant-and-go in a hurry. He sees the field and does a nice job of setting up and eluding tacklers with lateral cuts or stacked moves. While he's confident in space, Evans lacks the commitment and finishing force to make a living inside the tackles. His third-down and kick-return versatility increases the likelihood that Evans will hear his name called in the middle rounds with a chance to become a solid RB2.","Grabbed larger chunks of production pie in both 2018 and 2019. Has talent as one-cut back in outside zone. Runs low and smooth with plus change of direction quickness. Rare ball security with no fumbles in 482 carries. Hips are fluid and loose for short-area swivel. Takes away tackle angles once he's past second level. Patient runner who sets up open-field tacklers, leaving their feet in mud. Sneaky leak out on screens with quick run after the catch. Proven effective as kick returner. Aggressive lead shoulder on blitz pickup and chip blocks.",Lacking determination as inside runner. Decelerates and tucks into interior contact. Needs better recognition to find cutbacks. A little inconsistent navigating run lanes at times. Elusive but not a strong tackle breaker. Needs to speed up his process as route runner. Smallish for blitz take-on duties and could give way. ,APPALACHIAN STATE,93,RB,Tennessee Titans,2021
AJ Dillon,https://www.nfl.com/prospects/aj-dillon/32004449-4c23-7740-624c-afbd67329c54,"Built like a minibus but possessing enough vision and finesse to avoid being pigeon-holed as just a pure power back. Dillon is capable of handling heavy workloads and wearing down defenses, but there is a concern from evaluators that it's taken a physical toll on him. He's a disciplined runner who trusts his blocking scheme and follows his rush track. He's a good one-cut runner with below-average wiggle but natural power to create yards after contact. Dillon will find more space as he faces fewer loaded boxes as a pro, but dropping weight and adding quickness could be the difference between a future as a committee back or starter.","Carries weight easily on big, well-proportioned frame. Above-average athletic traits for such a big runner. Went for 150-plus rushing yards in almost 42 percent of his career starts. Finds paydirt, with 39 career rushing touchdowns. Can move piles or leap over them. Absorbs contact like a big linebacker. Trusts the process and follows design of the rush track. Reads block development and acts decisively. Has grind-it-out mentality, but pitch plays and outside zone suits him. Stiff-arm cleans up the angles on the perimeter. Able to sort the rush and find his protection most of the time. Size to square and slow charging linebackers. ",May need to play lighter for increased quickness. Ran odometer high through rough terrain in BC offense. Scouts concerned about long-term durability. Not much creativity to elude sudden traffic in his face. One-cuts when deeper press of the line is needed. Burst to second level is just OK. Needs to square and accelerate into contact more consistently. Not a natural pass-catcher. Feet get stagnant taking on moving targets against blitz. ,BOSTON COLLEGE,62,RB,Green Bay Packers,2021
Eno Benjamin,https://www.nfl.com/prospects/eno-benjamin/32004245-4e13-1505-4267-e7260b30dd7d,"Slightly undersized three-down option with unorthodox running style that can keep everyone on the field guessing, including his own team. Benjamin thrives when runs go off schedule but also has a habit of taking them off schedule prematurely. His elusiveness is always on display, but he's a competitive, tough runner when it is time to get down. Benjamin needs a spread-based running game that allows for more space and freedom but must become more decisive as an NFL back. He offers value in a dual run-catch capacity on Day 2 (Rounds 2-3).","Excellent three-down production as starter. When you think he's tackled, he's not. Eludes, accelerates and escapes. Changes speed to manipulate edge and turn the corner. Eliminates overpursuit with cutbacks. Runs with excellent competitive streak inside/outside. Staccato footwork to slalom around traffic. Hard-nosed, with plenty of pop as finisher. Alters platform, making him a slippery tackle target. Effective pass catcher and hard to guard out of backfield. Knows where to be and makes an effort in pass pro. ",Noticeable drop in production from 2018. Could take time adjusting to a pro-style rush attack. Feels unsure when approaching the muck. One-cut opportunities turn into a series of moves. Spends too much time setting up LBs instead of bursting past. Hip tightness restricts sharpness of downhill cuts. Takes on heavy collisions too often. Occasional focus drops on easy catch attempts. ,ARIZONA STATE,200,RB,Arizona Cardinals,2021
DeeJay Dallas,https://www.nfl.com/prospects/deejay-dallas/32004441-4c41-5290-528d-2115c573d8ed,"Dallas was a high school quarterback who came into Miami as a receiver and converted to running back during the 2017 season. The production is modest and the instincts are a work in progress, but there are flashes of run-lane feel and downhill smoothness that could be a sign of future development. He has size, speed and a surprising amount of pop as a finisher. His contact balance makes him hard to bring down through contact, but he needs to improve his open-field wiggle. He lacks third-down readiness, but his special teams talent should make up for that. The traits and toughness make him an intriguing upside prospect on Day 3.","Played WR and RB at Miami. Added bad weight in 2018, but slimmed down in 2019. Instincts and feel for rush track improved during season. Does a nice job of running tacklers into blocks. Plus burst with decent getaway juice at his disposal. Willing accelerator through contact for heavy forward finish. Slippery to tackle and hard to get down. Choppy feet and contact balance to keep runs going. Potential to become a four-phase special-teamer with return talent.",Still learning to hone his instincts as a runner. Inconsistent processing and resolving sudden traffic. More one speed than patient in his approach. Below average setting up open-field tacklers on the levels to miss. Still figuring out efficiency of footwork for downhill cuts. Doesn't always know where he needs to be in protection. Take-on technique will need work. Needs better tuck-away ball security.,MIAMI,134,RB,Seattle Seahawks,2021
La'Mical Perine,https://www.nfl.com/prospects/la-mical-perine/32005045-5209-4283-5343-0dc17857704e,"Backup-caliber running back who fails to dazzle in any particular area, but who does enough of what's asked of him and has the character traits to become a dependable pro. He's most skilled in the early stages of the run, where his sticky feet and quick eyes help him find his initial rush tracks, but his lack of burst and second-level creativity make him more of a grinder than a playmaker. He has the play traits to compete for a backup role in a one-cut scheme, and his special teams experience improves his chances.","Prototypical size of today's NFL running back. High-character, hard worker on and off the field. Gets behind the wheel and patiently steers lead blockers into their targets. Plays with decisive eyes and sticky feet for sharp gather and cut. Foot twitch to bound back and forth around early penetration. Understands the physical nature of his job. Low center of gravity allows for additional balance to defeat arm tackles. Intuitive near goal line with ability to spot routes to pay dirt. Experience as core special-teams player in 2018. Rarely drops it as pass-catcher and has potential to get better as blocker.","Tends to run with monotonous tempo, allowing linebackers to find him. Lacks desired burst to accelerate both inside and outside. Early shake tends to dissipate once he hits second level. Drops head and plows forward prematurely rather than re-setting rush path at times. Takes on excessive amount of contact for his carry total. Still training eyes to recognize protection duties. Needs more technique work before he can be trusted to protect his quarterback.",FLORIDA,110,RB,New York Jets,2021
Anthony McFarland,https://www.nfl.com/prospects/anthony-mcfarland/32004d43-4650-9831-455d-4f5daa13de76,"McFarland runs hard, but he's not that big and he's not that creative, so he could struggle to find yardage for himself. A high-ankle sprain may have been at the root of his unimpressive 2019 tape, as he showed a little better burst and tackle-breaking ability in 2018, but in both seasons he needed either clear points of entry or to be operating in open space to get it going. His projection can't just rely on a couple of splash performances from 2018. He appears to have low-end backup potential, but it's worth noting that some NFL teams are much higher on him.","Better 2018 tape due to high-ankle sprain in 2019. Has build-up speed to run away from tacklers. Had runs of 75, 81, and 52 yards against Ohio State in 2018. Accelerates into contact behind pads. Agility to sidestep foot traffic. Able to stack cuts on top of cuts. Decisive runner between the tackles. Adjusts to off-target throws out of backfield. Capable ball tracker on wheel routes. ",Runs on tiptoes on stretch plays. Slow to gather in cut. Lacks desired feel for run lane development. Needs plenty of space to operate. Unable to slow feet and then reignite quickly. Doesn't have bend to unleash lower-body power. Runs hard but has below-average drive through contact. Not enough sand in his pants to trust protection skills. ,MARYLAND,114,RB,Pittsburgh Steelers,2021
